task,sample,core,gff,time,memory
samviewsort,3587510789,2,6634,275.0516,2280.96
samviewsort,3587510789,4,6634,236.09890000000001,4204.339199999999
samviewsort,3587510789,8,6634,214.6951,7896.7808
samviewsort,3587510789,16,6634,208.1612,15352.5248
samviewsort,3587510789,32,6634,195.8656,28640.460799999993
bamtoh5,7686160172,1,6634,1231.25,4608.409600000001
bamtoh5,7686160172,2,6634,721.8403999999998,10363.0848
bamtoh5,7686160172,4,6634,479.64250000000004,11333.8368
bamtoh5,7686160172,8,6634,329.3393,15874.252800000002
bamtoh5,7686160172,16,6634,273.64099999999996,25297.203200000004
bamtoh5,7686160172,32,6634,224.62359999999998,45657.2928
hisat2orf,7686160172,1,6634,1751.0146999999997,346.0186
hisat2orf,7686160172,2,6634,1180.4833999999998,474.7879
hisat2orf,7686160172,4,6634,873.0607999999999,631.0510000000002
hisat2orf,7686160172,8,6634,928.5012999999999,903.066
hisat2orf,7686160172,16,6634,975.6738000000001,1446.912
hisat2orf,7686160172,32,6634,945.4720000000001,2535.4239999999995
samviewsort,7686160172,1,6634,781.0599,1121.792
samviewsort,7686160172,2,6634,587.6567000000001,2313.8304
samviewsort,7686160172,4,6634,489.6535,4299.5712
samviewsort,7686160172,8,6634,425.68999999999994,8069.5296
samviewsort,7686160172,16,6634,414.4468,15528.447999999999
samviewsort,7686160172,32,6634,363.76700000000005,30537.8304
bamtoh5,11487672747,1,6634,1406.0152999999998,5429.9648
bamtoh5,11487672747,2,6634,840.1503,10801.0496
bamtoh5,11487672747,4,6634,523.3629,11961.6512
bamtoh5,11487672747,8,6634,362.7885,15947.878399999998
bamtoh5,11487672747,16,6634,284.732,26541.707636363633
bamtoh5,11487672747,32,6634,237.4243,46823.936
hisat2orf,11487672747,1,6634,2621.3504000000003,406.78869999999995
hisat2orf,11487672747,2,6634,1627.6196,495.0478
hisat2orf,11487672747,4,6634,1286.9371999999998,631.0510000000002
hisat2orf,11487672747,8,6634,1393.1928,903.066
hisat2orf,11487672747,16,6634,1442.7082727272727,1446.912
hisat2orf,11487672747,32,6634,1416.8785999999998,2535.4239999999995
samviewsort,11487672747,1,6634,1133.3196,1151.8976
samviewsort,11487672747,2,6634,856.9834000000001,2284.7487999999994
samviewsort,11487672747,4,6634,708.1603000000001,4270.796799999999
samviewsort,11487672747,8,6634,623.9577,8144.8960000000025
samviewsort,11487672747,16,6634,605.9348181818182,15442.571636363633
samviewsort,11487672747,32,6634,578.7092,31180.185600000004
bamtoh5,14702537044,1,6634,1645.4836,5887.897600000001
bamtoh5,14702537044,2,6634,942.5360000000001,11768.832
bamtoh5,14702537044,4,6634,590.1017,13325.4144
bamtoh5,14702537044,8,6634,400.53979999999996,17464.9344
bamtoh5,14702537044,16,6634,310.06579999999997,28315.4432
bamtoh5,14702537044,32,6634,253.1386,49632.0512
hisat2orf,14702537044,1,6634,3683.93109090909,390.21590909090907
hisat2orf,14702537044,2,6634,2196.4177000000004,495.04620000000006
hisat2orf,14702537044,4,6634,1870.0145,631.0510000000002
hisat2orf,14702537044,8,6634,1870.234,903.066
hisat2orf,14702537044,16,6634,1919.9674,1446.912
hisat2orf,14702537044,32,6634,1971.3505999999998,2535.4239999999995
samviewsort,14702537044,1,6634,1687.4062999999999,1141.7703
samviewsort,14702537044,2,6634,1207.2033,2357.4528
samviewsort,14702537044,4,6634,1009.5379999999999,4382.5152
samviewsort,14702537044,8,6634,926.1100999999999,8079.2576
samviewsort,14702537044,16,6634,855.5248000000001,15904.8704
samviewsort,14702537044,32,6634,777.6734,30878.72
cutadapt,248306899,1,-1,53.7804,294.66729999999995
cutadapt,248306899,2,-1,30.605200000000004,1244.8768
cutadapt,248306899,4,-1,17.296599999999998,1848.0127999999997
cutadapt,248306899,8,-1,10.7458,2692.7103999999995
cutadapt,248306899,16,-1,8.2577,4383.744000000001
cutadapt,248306899,32,-1,8.7134,7937.8432
hisat2rrna,248306899,1,-1,37.10459999999999,342.6037
hisat2rrna,248306899,2,-1,27.776599999999995,408.219
hisat2rrna,248306899,4,-1,34.2268,544.227
hisat2rrna,248306899,8,-1,31.804900000000004,816.2420000000001
hisat2rrna,248306899,16,-1,31.912900000000008,1359.8719999999998
hisat2rrna,248306899,32,-1,32.342600000000004,2448.3839999999996
cutadapt,977663477,1,-1,224.81329999999997,261.85279999999995
cutadapt,977663477,2,-1,118.4327,1830.0928000000004
cutadapt,977663477,4,-1,62.791999999999994,2947.8911999999996
cutadapt,977663477,8,-1,36.77739999999999,3510.6816
cutadapt,977663477,16,-1,25.6993,5703.5776000000005
cutadapt,977663477,32,-1,24.8733,9692.262400000001
hisat2rrna,977663477,1,-1,153.51441666666665,323.33575
hisat2rrna,977663477,2,-1,101.2305,374.46049999999997
hisat2rrna,977663477,4,-1,129.7147,544.227
hisat2rrna,977663477,8,-1,125.37780000000001,816.2420000000001
hisat2rrna,977663477,16,-1,122.87480000000001,1359.8719999999998
hisat2rrna,977663477,32,-1,125.60530000000001,2448.3839999999996
cutadapt,3587510789,1,-1,926.0601,261.85319999999996
cutadapt,3587510789,2,-1,488.28460000000007,1947.8528
cutadapt,3587510789,4,-1,265.7722,3423.8464
cutadapt,3587510789,8,-1,137.0116,6157.312
cutadapt,3587510789,16,-1,93.1448,10325.503999999999
cutadapt,3587510789,32,-1,87.82910000000001,15916.032000000001
hisat2rrna,3587510789,1,-1,618.909,319.9614
hisat2rrna,3587510789,2,-1,425.0376,387.96540000000005
hisat2rrna,3587510789,4,-1,530.3898999999999,544.227
hisat2rrna,3587510789,8,-1,496.66439999999994,816.2420000000001
hisat2rrna,3587510789,16,-1,521.3023999999999,1359.8719999999998
hisat2rrna,3587510789,32,-1,525.234,2448.3839999999996
cutadapt,7686160172,1,-1,1992.3987000000002,275.49789999999996
cutadapt,7686160172,2,-1,1040.6815000000001,1978.0608
cutadapt,7686160172,4,-1,551.0831000000001,3451.2896
cutadapt,7686160172,8,-1,287.259,6339.276800000001
cutadapt,7686160172,16,-1,187.6669,11652.505599999999
cutadapt,7686160172,32,-1,176.6279,19060.6336
hisat2rrna,7686160172,1,-1,1326.0332,288.6946
hisat2rrna,7686160172,2,-1,977.6004,387.9639
hisat2rrna,7686160172,4,-1,1101.1700999999998,544.227
hisat2rrna,7686160172,8,-1,1005.5269000000001,816.2420000000001
hisat2rrna,7686160172,16,-1,1068.0052,1359.8719999999998
hisat2rrna,7686160172,32,-1,1012.9440000000001,2448.3839999999996
cutadapt,11487672747,1,-1,2839.8256363636365,268.2529090909091
cutadapt,11487672747,2,-1,1498.8915999999997,1986.6624
cutadapt,11487672747,4,-1,810.4878,3465.5232000000005
cutadapt,11487672747,8,-1,421.2162,6431.8464
cutadapt,11487672747,16,-1,278.38090909090903,12100.142545454542
cutadapt,11487672747,32,-1,264.64036363636365,22036.759272727275
hisat2rrna,11487672747,1,-1,1919.8712,324.97730000000007
hisat2rrna,11487672747,2,-1,1423.4445999999998,410.66769999999997
hisat2rrna,11487672747,4,-1,1563.5151,544.227
hisat2rrna,11487672747,8,-1,1473.2752999999998,816.2420000000001
hisat2rrna,11487672747,16,-1,1523.4781818181816,1359.8719999999998
hisat2rrna,11487672747,32,-1,1522.0843,2448.3839999999996
cutadapt,14702537044,1,-1,4038.144181818182,268.5554545454545
cutadapt,14702537044,2,-1,2074.6133999999997,2011.2384000000002
cutadapt,14702537044,4,-1,1071.5204999999999,3531.9808
cutadapt,14702537044,8,-1,561.9138,6491.2384
cutadapt,14702537044,16,-1,357.1339,12354.867199999999
cutadapt,14702537044,32,-1,341.6291,22992.998399999997
hisat2rrna,14702537044,1,-1,2587.136090909091,330.20954545454543
hisat2rrna,14702537044,2,-1,1792.0003000000002,413.5545
hisat2rrna,14702537044,4,-1,2211.9021000000002,544.227
hisat2rrna,14702537044,8,-1,1982.1981,816.2420000000001
hisat2rrna,14702537044,16,-1,2092.9286,1359.8719999999998
hisat2rrna,14702537044,32,-1,2047.5940999999998,2448.3839999999996
